,0,1,2,3,4,5,6,7,8,9,10
0,0.0,1.0,1.0,0.0,0.0,456.0,159.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,0.0,0.0,457.0,159.0,0.0,0.0,0.0,0.0
2,2.0,1.0,1.0,0.0,0.0,459.0,159.0,0.0,0.0,0.0,0.0
3,3.0,1.0,1.0,0.0,0.0,460.0,159.0,0.0,0.0,0.0,0.0
4,4.0,1.0,1.0,0.0,0.0,461.0,159.0,0.0,0.0,0.0,0.0
5,5.0,1.0,1.0,0.0,0.0,460.0,158.0,0.0,0.0,0.0,0.0
6,6.0,1.0,1.0,0.0,0.0,460.0,158.0,0.0,0.0,0.0,0.0
7,7.0,1.0,1.0,0.0,0.0,461.0,158.0,0.0,0.0,0.0,0.0
8,8.0,1.0,1.0,0.0,0.0,461.0,158.0,0.0,0.0,0.0,0.0
9,9.0,1.0,1.0,0.0,0.0,461.0,158.0,0.0,0.0,0.0,0.0
10,10.0,1.0,1.0,0.0,0.0,463.0,158.0,0.0,0.0,0.0,0.0
11,11.0,1.0,1.0,0.0,0.0,462.0,158.0,0.0,0.0,0.0,0.0
12,12.0,1.0,1.0,0.0,0.0,462.0,158.0,0.0,0.0,0.0,0.0
13,13.0,1.0,1.0,0.0,0.0,463.0,158.0,0.0,0.0,0.0,0.0
14,14.0,1.0,1.0,0.0,0.0,462.0,158.0,0.0,0.0,0.0,0.0
15,15.0,1.0,1.0,0.0,0.0,462.0,157.0,0.0,0.0,0.0,0.0
16,0.0,1.0,1.0,0.0,0.0,464.0,157.0,0.0,0.0,0.0,0.0
17,1.0,1.0,1.0,0.0,0.0,463.0,157.0,0.0,0.0,0.0,0.0
18,2.0,1.0,1.0,0.0,0.0,464.0,157.0,0.0,0.0,0.0,0.0
19,3.0,1.0,1.0,0.0,0.0,466.0,157.0,0.0,0.0,0.0,0.0
20,4.0,1.0,1.0,0.0,0.0,467.0,157.0,0.0,0.0,0.0,0.0
21,5.0,1.0,1.0,0.0,0.0,467.0,156.0,0.0,0.0,0.0,0.0
22,6.0,1.0,1.0,0.0,0.0,466.0,157.0,0.0,0.0,0.0,0.0
23,7.0,1.0,1.0,0.0,0.0,466.0,157.0,0.0,0.0,0.0,0.0
24,8.0,1.0,1.0,0.0,0.0,465.0,156.0,0.0,0.0,0.0,0.0
25,9.0,1.0,1.0,0.0,0.0,465.0,156.0,0.0,0.0,0.0,0.0
26,10.0,1.0,1.0,0.0,0.0,464.0,157.0,0.0,0.0,0.0,0.0
27,11.0,1.0,1.0,0.0,0.0,461.0,157.0,0.0,0.0,0.0,0.0
28,12.0,1.0,1.0,0.0,0.0,455.0,156.0,0.0,0.0,0.0,0.0
29,13.0,1.0,1.0,0.0,0.0,451.0,157.0,0.0,0.0,0.0,0.0
30,14.0,1.0,1.0,0.0,0.0,451.0,157.0,0.0,0.0,0.0,0.0
31,15.0,1.0,1.0,0.0,0.0,457.0,157.0,0.0,0.0,0.0,0.0
32,0.0,1.0,1.0,0.0,0.0,471.0,156.0,0.0,0.0,0.0,0.0
33,1.0,1.0,1.0,0.0,0.0,493.0,156.0,0.0,0.0,0.0,0.0
34,2.0,1.0,1.0,0.0,0.0,522.0,155.0,0.0,0.0,0.0,0.0
35,3.0,1.0,1.0,0.0,0.0,553.0,153.0,0.0,0.0,0.0,0.0
36,4.0,1.0,1.0,0.0,0.0,583.0,151.0,0.0,0.0,0.0,0.0
37,5.0,1.0,1.0,0.0,0.0,610.0,149.0,0.0,0.0,0.0,0.0
38,6.0,1.0,1.0,0.0,0.0,632.0,147.0,0.0,0.0,0.0,0.0
39,7.0,1.0,1.0,0.0,0.0,646.0,145.0,0.0,0.0,0.0,0.0
40,8.0,1.0,1.0,0.0,0.0,653.0,143.0,0.0,0.0,0.0,0.0
41,9.0,1.0,1.0,0.0,0.0,655.0,142.0,0.0,0.0,0.0,0.0
42,10.0,1.0,1.0,0.0,0.0,651.0,141.0,0.0,0.0,0.0,0.0
43,11.0,1.0,1.0,0.0,0.0,642.0,141.0,0.0,0.0,0.0,0.0
44,12.0,1.0,1.0,0.0,0.0,628.0,141.0,0.0,0.0,0.0,0.0
45,13.0,1.0,1.0,0.0,0.0,613.0,141.0,0.0,0.0,0.0,0.0
46,14.0,1.0,1.0,0.0,0.0,597.0,142.0,0.0,0.0,0.0,0.0
47,15.0,1.0,1.0,0.0,0.0,579.0,143.0,0.0,0.0,0.0,0.0
48,0.0,1.0,1.0,0.0,0.0,560.0,144.0,0.0,0.0,0.0,0.0
49,1.0,1.0,1.0,0.0,0.0,543.0,145.0,0.0,0.0,0.0,0.0
50,2.0,1.0,1.0,0.0,0.0,526.0,146.0,0.0,0.0,0.0,0.0
51,3.0,1.0,1.0,0.0,0.0,512.0,147.0,0.0,0.0,0.0,0.0
52,4.0,1.0,1.0,0.0,0.0,499.0,149.0,0.0,0.0,0.0,0.0
53,5.0,1.0,1.0,0.0,0.0,489.0,150.0,0.0,0.0,0.0,0.0
54,6.0,1.0,1.0,0.0,0.0,480.0,151.0,0.0,0.0,0.0,0.0
55,7.0,1.0,1.0,0.0,0.0,473.0,153.0,0.0,0.0,0.0,0.0
56,8.0,1.0,1.0,0.0,0.0,468.0,153.0,0.0,0.0,0.0,0.0
57,9.0,1.0,1.0,0.0,0.0,464.0,154.0,0.0,0.0,0.0,0.0
58,10.0,1.0,1.0,0.0,0.0,463.0,155.0,0.0,0.0,0.0,0.0
59,11.0,1.0,1.0,0.0,0.0,465.0,156.0,0.0,0.0,0.0,0.0
60,12.0,1.0,1.0,0.0,0.0,467.0,156.0,0.0,0.0,0.0,0.0
61,13.0,1.0,1.0,0.0,0.0,468.0,156.0,0.0,0.0,0.0,0.0
62,14.0,1.0,1.0,0.0,0.0,472.0,156.0,0.0,0.0,0.0,0.0
63,15.0,1.0,1.0,0.0,0.0,476.0,156.0,0.0,0.0,0.0,0.0
64,0.0,1.0,1.0,0.0,0.0,480.0,156.0,0.0,0.0,0.0,0.0
65,1.0,1.0,1.0,0.0,0.0,484.0,156.0,0.0,0.0,0.0,0.0
66,2.0,1.0,1.0,0.0,0.0,486.0,156.0,0.0,0.0,0.0,0.0
67,3.0,1.0,1.0,0.0,0.0,487.0,156.0,0.0,0.0,0.0,0.0
68,4.0,1.0,1.0,0.0,0.0,488.0,156.0,0.0,0.0,0.0,0.0
69,5.0,1.0,1.0,0.0,0.0,487.0,156.0,0.0,0.0,0.0,0.0
