,0,1,2,3,4,5,6,7,8,9,10
0,0.0,1.0,1.0,0.0,0.0,442.0,120.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1.0,0.0,0.0,446.0,120.0,0.0,0.0,0.0,0.0
2,2.0,1.0,1.0,0.0,0.0,459.0,120.0,0.0,0.0,0.0,0.0
3,3.0,1.0,1.0,0.0,0.0,480.0,119.0,0.0,0.0,0.0,0.0
4,4.0,1.0,1.0,0.0,0.0,506.0,119.0,0.0,0.0,0.0,0.0
5,5.0,1.0,1.0,0.0,0.0,535.0,117.0,0.0,0.0,0.0,0.0
6,6.0,1.0,1.0,0.0,0.0,564.0,116.0,0.0,0.0,0.0,0.0
7,7.0,1.0,1.0,0.0,0.0,591.0,114.0,0.0,0.0,0.0,0.0
8,8.0,1.0,1.0,0.0,0.0,614.0,113.0,0.0,0.0,0.0,0.0
9,9.0,1.0,1.0,0.0,0.0,630.0,111.0,0.0,0.0,0.0,0.0
10,10.0,1.0,1.0,0.0,0.0,643.0,109.0,0.0,0.0,0.0,0.0
11,11.0,1.0,1.0,0.0,0.0,648.0,108.0,0.0,0.0,0.0,0.0
12,12.0,1.0,1.0,0.0,0.0,648.0,107.0,0.0,0.0,0.0,0.0
13,13.0,1.0,1.0,0.0,0.0,643.0,107.0,0.0,0.0,0.0,0.0
14,14.0,1.0,1.0,0.0,0.0,636.0,106.0,0.0,0.0,0.0,0.0
15,15.0,1.0,1.0,0.0,0.0,625.0,106.0,0.0,0.0,0.0,0.0
16,0.0,1.0,1.0,0.0,0.0,614.0,107.0,0.0,0.0,0.0,0.0
17,1.0,1.0,1.0,0.0,0.0,601.0,107.0,0.0,0.0,0.0,0.0
18,2.0,1.0,1.0,0.0,0.0,590.0,108.0,0.0,0.0,0.0,0.0
19,3.0,1.0,1.0,0.0,0.0,580.0,108.0,0.0,0.0,0.0,0.0
20,4.0,1.0,1.0,0.0,0.0,569.0,109.0,0.0,0.0,0.0,0.0
21,5.0,1.0,1.0,0.0,0.0,559.0,109.0,0.0,0.0,0.0,0.0
22,6.0,1.0,1.0,0.0,0.0,550.0,110.0,0.0,0.0,0.0,0.0
23,7.0,1.0,1.0,0.0,0.0,543.0,111.0,0.0,0.0,0.0,0.0
24,8.0,1.0,1.0,0.0,0.0,535.0,111.0,0.0,0.0,0.0,0.0
25,9.0,1.0,1.0,0.0,0.0,527.0,112.0,0.0,0.0,0.0,0.0
26,10.0,1.0,1.0,0.0,0.0,519.0,112.0,0.0,0.0,0.0,0.0
27,11.0,1.0,1.0,0.0,0.0,514.0,113.0,0.0,0.0,0.0,0.0
28,12.0,1.0,1.0,0.0,0.0,509.0,113.0,0.0,0.0,0.0,0.0
29,13.0,1.0,1.0,0.0,0.0,503.0,114.0,0.0,0.0,0.0,0.0
30,14.0,1.0,1.0,0.0,0.0,499.0,115.0,0.0,0.0,0.0,0.0
31,15.0,1.0,1.0,0.0,0.0,496.0,116.0,0.0,0.0,0.0,0.0
32,0.0,1.0,1.0,0.0,0.0,494.0,116.0,0.0,0.0,0.0,0.0
33,1.0,1.0,1.0,0.0,0.0,493.0,116.0,0.0,0.0,0.0,0.0
34,2.0,1.0,1.0,0.0,0.0,493.0,117.0,0.0,0.0,0.0,0.0
35,3.0,1.0,1.0,0.0,0.0,494.0,117.0,0.0,0.0,0.0,0.0
36,4.0,1.0,1.0,0.0,0.0,493.0,118.0,0.0,0.0,0.0,0.0
37,5.0,1.0,1.0,0.0,0.0,493.0,118.0,0.0,0.0,0.0,0.0
38,6.0,1.0,1.0,0.0,0.0,493.0,118.0,0.0,0.0,0.0,0.0
39,7.0,1.0,1.0,0.0,0.0,493.0,117.0,0.0,0.0,0.0,0.0
