Amplitude A,Amplitude B,Amplitude C,Ration A/B,Ratio A/C,Ratio B/A,Ratio B/C,Ratio C/A,Ratio C/B,STD Abw. A,STD Abw. B,STD Abw. C,SW OK A,SW OK B,SW OK C,Schwelle A,Schwelle B,Schwelle C
3.59375,1.4375,1.14844,2.50781,3.85156,0.39844,1.53125,0.25781,0.64844,3.70313,1.4375,0.91406,79.71875,63.50781,99.84375,5.7,1.65,1.975
8.13281,2.21875,1.75,2.50781,3.85156,0.39844,1.53125,0.25781,0.64844,3.80469,1.44531,0.91406,79.71875,63.50781,99.84375,5.7,1.65,1.975
8.13281,2.21875,1.75,2.50781,3.82813,0.39063,1.52344,0.25781,0.64844,3.80469,1.44531,0.91406,79.375,64.10156,99.84375,5.7,1.65,1.975
3.78906,2.73438,1.74219,2.50781,3.82813,0.39063,1.52344,0.25781,0.64844,3.82031,1.45313,0.92969,79.375,64.10156,99.84375,5.7,1.65,1.975
3.78906,2.73438,1.74219,2.49219,3.8125,0.39844,1.52344,0.25781,0.64844,3.82031,1.45313,0.92969,79.02344,65,99.70313,5.7,1.65,1.975
5.71094,2.70313,4.21094,2.49219,3.8125,0.39844,1.52344,0.25781,0.64844,3.85156,1.46875,1.07813,79.02344,65,99.70313,5.7,1.65,1.975
5.71094,2.70313,4.21094,2.46094,3.71875,0.39844,1.50781,0.26563,0.65625,3.85156,1.46875,1.07813,78.67188,66.50781,98.00781,5.7,1.65,1.975
4.74219,1.66406,1.86719,2.46094,3.71875,0.39844,1.50781,0.26563,0.65625,3.85938,1.46094,1.10156,78.67188,66.50781,98.00781,5.7,1.65,1.975
4.74219,1.66406,1.86719,2.47656,3.66406,0.39844,1.46875,0.26563,0.67188,3.85938,1.46094,1.10156,78.28125,65.8125,96.85938,5.7,1.65,1.975
4.03906,1.17969,0.9375,2.47656,3.66406,0.39844,1.46875,0.26563,0.67188,3.83594,1.46094,1.10156,78.28125,65.8125,96.85938,5.7,1.65,1.975
4.03906,1.17969,0.9375,2.46094,3.67188,0.39844,1.48438,0.26563,0.66406,3.83594,1.46094,1.10156,78.86719,65.94531,96.85938,5.7,1.65,1.975
6.14844,1.07813,0.96094,2.46094,3.67188,0.39844,1.48438,0.26563,0.66406,3.84375,1.46094,1.08594,78.86719,65.94531,96.85938,5.7,1.65,1.975
6.14844,1.07813,0.96094,2.45313,3.67969,0.40625,1.5,0.26563,0.66406,3.84375,1.46094,1.08594,79.59375,65.94531,97.00781,5.7,1.65,1.975
4.50781,2.00781,1.25,2.45313,3.67969,0.40625,1.5,0.26563,0.66406,3.83594,1.46094,1.08594,79.59375,65.94531,97.00781,5.7,1.65,1.975
4.50781,2.00781,1.25,2.45313,3.71875,0.40625,1.50781,0.26563,0.65625,3.83594,1.46094,1.08594,78.96875,67.1875,97.00781,5.7,1.65,1.975
4.375,1.83594,1.13281,2.45313,3.71875,0.40625,1.50781,0.26563,0.65625,3.77344,1.46094,1.08594,78.96875,67.1875,97.00781,5.7,1.65,1.975
4.375,1.83594,1.13281,2.4375,3.67188,0.40625,1.5,0.26563,0.65625,3.77344,1.46094,1.08594,79.88281,66.97656,97.00781,5.7,1.65,1.975
3.85156,1.45313,1.01563,2.4375,3.67188,0.40625,1.5,0.26563,0.65625,3.72656,1.46094,1.08594,79.88281,66.97656,97.00781,5.7,1.65,1.975
3.85156,1.45313,1.01563,2.40625,3.64063,0.41406,1.50781,0.27344,0.65625,3.72656,1.46094,1.08594,81.5625,67.33594,97.00781,5.7,1.65,1.975
4.89063,2.17188,0.89844,2.40625,3.64063,0.41406,1.50781,0.27344,0.65625,3.65625,1.46094,1.07813,81.5625,67.33594,97.00781,5.7,1.65,1.975
4.89063,2.17188,0.89844,2.375,3.58594,0.41406,1.50781,0.27344,0.65625,3.65625,1.46094,1.07813,83.24219,67.69531,97.00781,5.7,1.65,1.975
4.14844,1.83594,0.82031,2.375,3.58594,0.41406,1.50781,0.27344,0.65625,3.64844,1.46094,1.07813,83.24219,67.69531,97.00781,5.7,1.65,1.975
4.14844,1.83594,0.82031,2.35156,3.58594,0.42188,1.51563,0.27344,0.65625,3.64844,1.46094,1.07813,83.86719,67.42188,97.00781,5.7,1.65,1.975
7.10156,2.41406,1.40625,2.35156,3.58594,0.42188,1.51563,0.27344,0.65625,3.67969,1.46875,1.07813,83.86719,67.42188,97.00781,5.7,1.65,1.975
7.10156,2.41406,1.40625,2.36719,3.58594,0.41406,1.50781,0.27344,0.65625,3.67969,1.46875,1.07813,82.82813,66.875,97.00781,5.7,1.65,1.975
4.54688,2.10156,1.10156,2.36719,3.58594,0.41406,1.50781,0.27344,0.65625,3.66406,1.46875,1.07813,82.82813,66.875,97.00781,5.7,1.65,1.975
4.54688,2.10156,1.10156,2.375,3.58594,0.41406,1.50781,0.27344,0.65625,3.66406,1.46875,1.07813,82.36719,66.875,97.00781,5.7,1.65,1.975
5.08594,1.41406,1.22656,2.375,3.58594,0.41406,1.50781,0.27344,0.65625,3.67969,1.45313,1.08594,82.36719,66.875,97.00781,5.7,1.65,1.975
5.08594,1.41406,1.22656,2.39063,3.57813,0.41406,1.49219,0.27344,0.66406,3.67969,1.45313,1.08594,82.36719,66.41406,97.00781,5.7,1.65,1.975
3.45313,1.5,0.96875,2.39063,3.57813,0.41406,1.49219,0.27344,0.66406,3.63281,1.45313,1.08594,82.36719,66.41406,97.00781,5.7,1.65,1.975
3.45313,1.5,0.96875,2.36719,3.57813,0.42188,1.50781,0.27344,0.65625,3.63281,1.45313,1.08594,83.25,66.41406,97.00781,5.7,1.65,1.975
5.38281,2.6875,1.14063,2.36719,3.57813,0.42188,1.50781,0.27344,0.65625,3.64063,1.47656,1.07813,83.25,66.41406,97.00781,5.7,1.65,1.975
5.38281,2.6875,1.14063,2.36719,3.59375,0.42188,1.51563,0.27344,0.65625,3.64063,1.47656,1.07813,82.89063,66.42969,97.00781,5.7,1.65,1.975
5.11719,1.80469,1.08594,2.36719,3.59375,0.42188,1.51563,0.27344,0.65625,3.65625,1.46094,1.07813,82.89063,66.42969,97.00781,5.7,1.65,1.975
5.11719,1.80469,1.08594,2.38281,3.64844,0.41406,1.52344,0.27344,0.64844,3.65625,1.46094,1.07813,82.26563,66.21875,97.00781,5.7,1.65,1.975
5.20313,2.125,0.96875,2.38281,3.64844,0.41406,1.52344,0.27344,0.64844,3.64844,1.46094,1.07813,82.26563,66.21875,97.00781,5.7,1.65,1.975
5.20313,2.125,0.96875,2.38281,3.64063,0.41406,1.52344,0.27344,0.64844,3.64844,1.46094,1.07813,82.67188,66.21875,97.00781,5.7,1.65,1.975
4.70313,2.10156,1.32813,2.38281,3.64063,0.41406,1.52344,0.27344,0.64844,3.625,1.46094,1.07813,82.67188,66.21875,97.00781,5.7,1.65,1.975
4.70313,2.10156,1.32813,2.375,3.63281,0.41406,1.52344,0.27344,0.64844,3.625,1.46094,1.07813,83.24219,66.44531,97.00781,5.7,1.65,1.975
5.72656,1.875,0.8125,2.375,3.63281,0.41406,1.52344,0.27344,0.64844,3.64063,1.46094,1.07031,83.24219,66.44531,97.00781,5.7,1.65,1.975
5.72656,1.875,0.8125,2.38281,3.67188,0.41406,1.53125,0.26563,0.64844,3.64063,1.46094,1.07031,82.51563,66.4375,97.00781,5.7,1.65,1.975
4.72656,1.80469,1.08594,2.38281,3.67188,0.41406,1.53125,0.26563,0.64844,3.65625,1.4375,1.07031,82.51563,66.4375,97.00781,5.7,1.65,1.975
4.72656,1.80469,1.08594,2.41406,3.6875,0.40625,1.52344,0.26563,0.64844,3.65625,1.4375,1.07031,82.17969,66.05469,97.00781,5.7,1.65,1.975
4.17969,1.1875,1.15625,2.41406,3.6875,0.40625,1.52344,0.26563,0.64844,3.66406,1.42969,1.07813,82.17969,66.05469,97.00781,5.7,1.65,1.975
4.17969,1.1875,1.15625,2.42969,3.65625,0.40625,1.5,0.26563,0.66406,3.66406,1.42969,1.07813,82.17969,64.64844,97.00781,5.7,1.65,1.975
4.40625,1.45313,0.95313,2.42969,3.65625,0.40625,1.5,0.26563,0.66406,3.66406,1.42969,1.07031,82.17969,64.64844,97.00781,5.7,1.65,1.975
4.40625,1.45313,0.95313,2.4375,3.67969,0.40625,1.5,0.26563,0.65625,3.66406,1.42969,1.07031,82.17969,63.55469,97.00781,5.7,1.65,1.975
3.89844,2.79688,0.96875,2.4375,3.67969,0.40625,1.5,0.26563,0.65625,3.67188,1.4375,1.07031,82.17969,63.55469,97.00781,5.7,1.65,1.975
3.89844,2.79688,0.96875,2.42188,3.6875,0.40625,1.51563,0.26563,0.65625,3.67188,1.4375,1.07031,82.17969,64.57031,97.00781,5.7,1.65,1.975
3.25781,2.24219,1.5625,2.42188,3.6875,0.40625,1.51563,0.26563,0.65625,3.67188,1.44531,1.07813,82.17969,64.57031,97.00781,5.7,1.65,1.975
3.25781,2.24219,1.5625,2.40625,3.66406,0.41406,1.51563,0.26563,0.65625,3.67188,1.44531,1.07813,82.17969,66.13281,97.00781,5.7,1.65,1.975
4.22656,2.42969,1.42969,2.40625,3.66406,0.41406,1.51563,0.26563,0.65625,3.65625,1.44531,1.07813,82.17969,66.13281,97.00781,5.7,1.65,1.975
4.22656,2.42969,1.42969,2.39063,3.66406,0.41406,1.52344,0.26563,0.64844,3.65625,1.44531,1.07813,82.29688,66.13281,97.00781,5.7,1.65,1.975
5.73438,2.23438,1.29688,2.39063,3.66406,0.41406,1.52344,0.26563,0.64844,3.69531,1.46094,1.08594,82.29688,66.13281,97.00781,5.7,1.65,1.975
5.73438,2.23438,1.29688,2.40625,3.67969,0.41406,1.52344,0.26563,0.64844,3.69531,1.46094,1.08594,81.67188,66.13281,97.00781,5.7,1.65,1.975
5.39844,1.92969,1.17188,2.40625,3.67969,0.41406,1.52344,0.26563,0.64844,3.67188,1.46094,1.07813,81.67188,66.13281,97.00781,5.7,1.65,1.975
5.39844,1.92969,1.17188,2.39844,3.67969,0.41406,1.53125,0.26563,0.64844,3.67188,1.46094,1.07813,81.79688,66.97656,97.00781,5.7,1.65,1.975
5.89844,1.42969,1.60938,2.39844,3.67969,0.41406,1.53125,0.26563,0.64844,3.69531,1.46094,1.07813,81.79688,66.97656,97.00781,5.7,1.65,1.975
5.89844,1.42969,1.60938,2.41406,3.73438,0.40625,1.53906,0.26563,0.64063,3.69531,1.46094,1.07813,80.71875,67.65625,97.00781,5.7,1.65,1.975
4.71875,1.71875,1.23438,2.41406,3.73438,0.40625,1.53906,0.26563,0.64063,3.64063,1.46094,1.07813,80.71875,67.65625,97.00781,5.7,1.65,1.975
4.71875,1.71875,1.23438,2.39844,3.69531,0.41406,1.53906,0.26563,0.64844,3.64063,1.46094,1.07813,81.49219,68.33594,97.00781,5.7,1.65,1.975
4.46875,1.88281,1.17969,2.39844,3.69531,0.41406,1.53906,0.26563,0.64844,3.63281,1.46094,1.07813,81.49219,68.33594,97.00781,5.7,1.65,1.975
4.46875,1.88281,1.17969,2.36719,3.66406,0.42188,1.53906,0.26563,0.64063,3.63281,1.46094,1.07813,82.8125,68.78906,97.00781,5.7,1.65,1.975
4.33594,1.70313,1.55469,2.36719,3.66406,0.42188,1.53906,0.26563,0.64063,3.63281,1.44531,1.08594,82.8125,68.78906,97.00781,5.7,1.65,1.975
4.33594,1.70313,1.55469,2.39844,3.64063,0.41406,1.51563,0.27344,0.65625,3.63281,1.44531,1.08594,82.8125,68.03125,97.00781,5.7,1.65,1.975
4.34375,1.92188,1.53906,2.39844,3.64063,0.41406,1.51563,0.27344,0.65625,3.64063,1.45313,1.08594,82.8125,68.03125,97.00781,5.7,1.65,1.975
4.34375,1.92188,1.53906,2.40625,3.63281,0.41406,1.50781,0.27344,0.65625,3.64063,1.45313,1.08594,82.8125,68.32031,97.00781,5.7,1.65,1.975
4.17969,2.19531,0.90625,2.40625,3.63281,0.41406,1.50781,0.27344,0.65625,3.61719,1.45313,1.07813,82.8125,68.32031,97.00781,5.7,1.65,1.975
4.17969,2.19531,0.90625,2.375,3.64063,0.41406,1.52344,0.27344,0.64844,3.61719,1.45313,1.07813,83.14844,69.94531,97.00781,5.7,1.65,1.975
2.71875,1.89063,1.14844,2.375,3.64063,0.41406,1.52344,0.27344,0.64844,3.625,1.44531,1.07813,83.14844,69.94531,97.00781,5.7,1.65,1.975
2.71875,1.89063,1.14844,2.375,3.61719,0.41406,1.52344,0.27344,0.64844,3.625,1.44531,1.07813,83.34375,69.91406,97.00781,5.7,1.65,1.975
3.52344,3.44531,1.17969,2.375,3.61719,0.41406,1.52344,0.27344,0.64844,3.59375,1.47656,1.07813,83.34375,69.91406,97.00781,5.7,1.65,1.975
3.52344,3.44531,1.17969,2.34375,3.60938,0.42188,1.53125,0.27344,0.64844,3.59375,1.47656,1.07813,83.53906,70.52344,97.00781,5.7,1.65,1.975
3.32813,1.54688,1.15625,2.34375,3.60938,0.42188,1.53125,0.27344,0.64844,3.57031,1.46875,1.07813,83.53906,70.52344,97.00781,5.7,1.65,1.975
3.32813,1.54688,1.15625,2.32031,3.58594,0.42969,1.53906,0.27344,0.64063,3.57031,1.46875,1.07813,84.02344,71.54688,97.00781,5.7,1.65,1.975
4.67969,2.60938,1.16406,2.32031,3.58594,0.42969,1.53906,0.27344,0.64063,3.57813,1.47656,1.07813,84.02344,71.54688,97.00781,5.7,1.65,1.975
4.67969,2.60938,1.16406,2.29688,3.57813,0.42969,1.55469,0.27344,0.64063,3.57813,1.47656,1.07813,84.16406,72.57813,97.00781,5.7,1.65,1.975
5.10156,2.0625,1.05469,2.29688,3.57813,0.42969,1.55469,0.27344,0.64063,3.60156,1.48438,1.07813,84.16406,72.57813,97.00781,5.7,1.65,1.975
5.10156,2.0625,1.05469,2.30469,3.60156,0.42969,1.55469,0.27344,0.63281,3.60156,1.48438,1.07813,84.16406,73.08594,97.00781,5.7,1.65,1.975
4.03906,2.54688,1.17969,2.30469,3.60156,0.42969,1.55469,0.27344,0.63281,3.59375,1.46875,1.07813,84.16406,73.08594,97.00781,5.7,1.65,1.975
4.03906,2.54688,1.17969,2.32813,3.64063,0.42188,1.5625,0.27344,0.63281,3.59375,1.46875,1.07813,84.16406,73.08594,97.00781,5.7,1.65,1.975
4.01563,1.57813,1.25,2.32813,3.64063,0.42188,1.5625,0.27344,0.63281,3.59375,1.46094,1.07813,84.16406,73.08594,97.00781,5.7,1.65,1.975
4.01563,1.57813,1.25,2.33594,3.60938,0.42188,1.53906,0.27344,0.64063,3.59375,1.46094,1.07813,84.21875,72.47656,97.00781,5.7,1.65,1.975
4.42969,2,1.10156,2.33594,3.60938,0.42188,1.53906,0.27344,0.64063,3.57813,1.46094,1.07813,84.21875,72.47656,97.00781,5.7,1.65,1.975
4.42969,2,1.10156,2.33594,3.60156,0.42188,1.53906,0.27344,0.64063,3.57813,1.46094,1.07813,84.85156,73.10938,97.00781,5.7,1.65,1.975
5.13281,2.30469,1.26563,2.33594,3.60156,0.42188,1.53906,0.27344,0.64063,3.57031,1.46094,1.08594,84.85156,73.10938,97.00781,5.7,1.65,1.975
5.13281,2.30469,1.26563,2.3125,3.59375,0.42969,1.55469,0.27344,0.64063,3.57031,1.46094,1.08594,84.85156,73.82813,97.00781,5.7,1.65,1.975
4.19531,1.97656,1.55469,2.3125,3.59375,0.42969,1.55469,0.27344,0.64063,3.53906,1.46094,1.09375,84.85156,73.82813,97.00781,5.7,1.65,1.975
4.19531,1.97656,1.55469,2.29688,3.54688,0.42969,1.53906,0.28125,0.64063,3.53906,1.46094,1.09375,86.21094,73.57031,97.00781,5.7,1.65,1.975
5.76563,2.10938,1.57031,2.29688,3.54688,0.42969,1.53906,0.28125,0.64063,3.55469,1.46094,1.09375,86.21094,73.57031,97.00781,5.7,1.65,1.975
5.76563,2.10938,1.57031,2.32031,3.5625,0.42969,1.53125,0.27344,0.64844,3.55469,1.46094,1.09375,84.92188,73.83594,97.00781,5.7,1.65,1.975
6.00781,2.21094,1.27344,2.32031,3.5625,0.42969,1.53125,0.27344,0.64844,3.5625,1.46094,1.09375,84.92188,73.83594,97.00781,5.7,1.65,1.975
6.00781,2.21094,1.27344,2.32813,3.57813,0.42188,1.53125,0.27344,0.64844,3.5625,1.46094,1.09375,83.82813,73.86719,97.00781,5.7,1.65,1.975
5.60938,2.13281,1.02344,2.32813,3.57813,0.42188,1.53125,0.27344,0.64844,3.57813,1.46094,1.09375,83.82813,73.86719,97.00781,5.7,1.65,1.975
5.60938,2.13281,1.02344,2.35156,3.60938,0.42188,1.52344,0.27344,0.64844,3.57813,1.46094,1.09375,82.85938,73.57031,97.00781,5.7,1.65,1.975
4.98438,2.84375,1.42188,2.35156,3.60938,0.42188,1.52344,0.27344,0.64844,3.57813,1.46875,1.10156,82.85938,73.57031,97.00781,5.7,1.65,1.975
4.98438,2.84375,1.42188,2.35156,3.61719,0.42188,1.53125,0.27344,0.64844,3.57813,1.46875,1.10156,82.60938,73.21094,97.00781,5.7,1.65,1.975
2.92969,2.05469,1.10938,2.35156,3.61719,0.42188,1.53125,0.27344,0.64844,3.5625,1.46875,1.10938,82.60938,73.21094,97.00781,5.7,1.65,1.975
2.92969,2.05469,1.10938,2.33594,3.58594,0.42188,1.53125,0.27344,0.64844,3.5625,1.46875,1.10938,83.05469,73.21094,97.00781,5.7,1.65,1.975
7.375,1.8125,1.35156,2.33594,3.58594,0.42188,1.53125,0.27344,0.64844,3.59375,1.46875,1.10156,83.05469,73.21094,97.00781,5.7,1.65,1.975
7.375,1.8125,1.35156,2.35156,3.64063,0.42188,1.53906,0.27344,0.64063,3.59375,1.46875,1.10156,81.875,73.74219,97.00781,5.7,1.65,1.975
4.96875,1.67188,1.40625,2.35156,3.64063,0.42188,1.53906,0.27344,0.64063,3.60156,1.46875,1.10156,81.875,73.74219,97.00781,5.7,1.65,1.975
4.96875,1.67188,1.40625,2.35156,3.66406,0.42188,1.55469,0.26563,0.64063,3.60156,1.46875,1.10156,81.4375,74.76563,97.00781,5.7,1.65,1.975
4.60156,1.85156,1.08594,2.35156,3.66406,0.42188,1.55469,0.26563,0.64063,3.57813,1.46875,1.10938,81.4375,74.76563,97.00781,5.7,1.65,1.975
4.60156,1.85156,1.08594,2.35156,3.65625,0.42188,1.54688,0.27344,0.64063,3.57813,1.46875,1.10938,82.23438,74.28906,97.00781,5.7,1.65,1.975
5.07813,2.86719,1.17188,2.35156,3.65625,0.42188,1.54688,0.27344,0.64063,3.61719,1.49219,1.10156,82.23438,74.28906,97.00781,5.7,1.65,1.975
5.07813,2.86719,1.17188,2.33594,3.65625,0.42188,1.5625,0.27344,0.63281,3.61719,1.49219,1.10156,81.54688,74.59375,97.00781,5.7,1.65,1.975
5.32813,1.92969,0.86719,2.33594,3.65625,0.42188,1.5625,0.27344,0.63281,3.64063,1.49219,1.09375,81.54688,74.59375,97.00781,5.7,1.65,1.975
5.32813,1.92969,0.86719,2.35156,3.70313,0.42188,1.57031,0.26563,0.63281,3.64063,1.49219,1.09375,81.54688,74.78125,97.00781,5.7,1.65,1.975
3.99219,1.82813,1.26563,2.35156,3.70313,0.42188,1.57031,0.26563,0.63281,3.64063,1.49219,1.09375,81.54688,74.78125,97.00781,5.7,1.65,1.975
3.99219,1.82813,1.26563,2.34375,3.74219,0.42188,1.59375,0.26563,0.625,3.64063,1.49219,1.09375,81.54688,76.08594,97.00781,5.7,1.65,1.975
1.625,1.75781,0.95313,2.34375,3.74219,0.42188,1.59375,0.26563,0.625,3.63281,1.49219,1.09375,81.54688,76.08594,97.00781,5.7,1.65,1.975
1.625,1.75781,0.95313,2.32031,3.70313,0.42969,1.59375,0.26563,0.625,3.63281,1.49219,1.09375,81.79688,76.44531,97.00781,5.7,1.65,1.975
4.60156,2.48438,1.27344,2.32031,3.70313,0.42969,1.59375,0.26563,0.625,3.61719,1.49219,1.09375,81.79688,76.44531,97.00781,5.7,1.65,1.975
4.60156,2.48438,1.27344,2.3125,3.69531,0.42969,1.59375,0.26563,0.625,3.61719,1.49219,1.09375,82.10156,76.44531,97.00781,5.7,1.65,1.975
4.8125,1.875,0.98438,2.3125,3.69531,0.42969,1.59375,0.26563,0.625,3.61719,1.48438,1.09375,82.10156,76.44531,97.00781,5.7,1.65,1.975
4.8125,1.875,0.98438,2.32031,3.71094,0.42969,1.59375,0.26563,0.625,3.61719,1.48438,1.09375,81.90625,76.98438,97.00781,5.7,1.65,1.975
4.4375,2.05469,1.07813,2.32031,3.71094,0.42969,1.59375,0.26563,0.625,3.625,1.49219,1.09375,81.90625,76.98438,97.00781,5.7,1.65,1.975
4.4375,2.05469,1.07813,2.32813,3.72656,0.42188,1.60156,0.26563,0.61719,3.625,1.49219,1.09375,81.90625,78.14844,97.00781,5.7,1.65,1.975
7.15625,1.57813,1.64063,2.32813,3.72656,0.42188,1.60156,0.26563,0.61719,3.59375,1.48438,1.09375,81.90625,78.14844,97.00781,5.7,1.65,1.975
7.15625,1.57813,1.64063,2.32813,3.75781,0.42188,1.60938,0.26563,0.61719,3.59375,1.48438,1.09375,81.29688,78.3125,97.00781,5.7,1.65,1.975
2.67188,2.49219,1.51563,2.32813,3.75781,0.42188,1.60938,0.26563,0.61719,3.52344,1.48438,1.07813,81.29688,78.3125,97.00781,5.7,1.65,1.975
2.67188,2.49219,1.51563,2.30469,3.71875,0.42969,1.60938,0.26563,0.61719,3.52344,1.48438,1.07813,82.20313,78.3125,97.00781,5.7,1.65,1.975
2.80469,2.30469,1.11719,2.30469,3.71875,0.42969,1.60938,0.26563,0.61719,3.48438,1.48438,0.9375,82.20313,78.3125,97.00781,5.7,1.65,1.975
2.80469,2.30469,1.11719,2.30469,3.82031,0.42969,1.65625,0.25781,0.60156,3.48438,1.48438,0.9375,82.375,78.3125,98.67188,5.7,1.65,1.975
5.99219,1.64844,1.76563,2.30469,3.82031,0.42969,1.65625,0.25781,0.60156,3.51563,1.47656,0.89844,82.375,78.3125,98.67188,5.7,1.65,1.975
5.99219,1.64844,1.76563,2.32031,3.90625,0.42969,1.67969,0.25,0.59375,3.51563,1.47656,0.89844,81.91406,78.78906,99.64844,5.7,1.65,1.975
5.03125,1.77344,1.14063,2.32031,3.90625,0.42969,1.67969,0.25,0.59375,3.51563,1.47656,0.90625,81.91406,78.78906,99.64844,5.7,1.65,1.975
5.03125,1.77344,1.14063,2.30469,3.875,0.42969,1.67969,0.25,0.59375,3.51563,1.47656,0.90625,81.91406,79.53125,99.64844,5.7,1.65,1.975
4.6875,2.14844,1.1875,2.30469,3.875,0.42969,1.67969,0.25,0.59375,3.50781,1.47656,0.90625,81.91406,79.53125,99.64844,5.7,1.65,1.975
4.6875,2.14844,1.1875,2.28906,3.85156,0.42969,1.67969,0.25781,0.59375,3.50781,1.47656,0.90625,82.03906,81.21875,99.64844,5.7,1.65,1.975
3.24219,1.875,1.08594,2.28906,3.85156,0.42969,1.67969,0.25781,0.59375,3.5,1.47656,0.91406,82.03906,81.21875,99.64844,5.7,1.65,1.975
3.24219,1.875,1.08594,2.26563,3.82813,0.4375,1.6875,0.25781,0.58594,3.5,1.47656,0.91406,82.88281,81.85938,99.64844,5.7,1.65,1.975
7.03906,2.71094,1.61719,2.26563,3.82813,0.4375,1.6875,0.25781,0.58594,3.53125,1.49219,0.91406,82.88281,81.85938,99.64844,5.7,1.65,1.975
7.03906,2.71094,1.61719,2.27344,3.85938,0.4375,1.6875,0.25781,0.58594,3.53125,1.49219,0.91406,81.75781,82.05469,99.64844,5.7,1.65,1.975
5.35938,2.55469,0.875,2.27344,3.85938,0.4375,1.6875,0.25781,0.58594,3.54688,1.49219,0.91406,81.75781,82.05469,99.64844,5.7,1.65,1.975
5.35938,2.55469,0.875,2.27344,3.88281,0.4375,1.70313,0.25,0.57813,3.54688,1.49219,0.91406,80.75,83.46875,99.64844,5.7,1.65,1.975
4.875,1.78906,1.14844,2.27344,3.88281,0.4375,1.70313,0.25,0.57813,3.55469,1.49219,0.92188,80.75,83.46875,99.64844,5.7,1.65,1.975
4.875,1.78906,1.14844,2.27344,3.85938,0.4375,1.69531,0.25781,0.58594,3.55469,1.49219,0.92188,80.53125,83.14063,99.64844,5.7,1.65,1.975
5.14844,1.17188,1.25781,2.27344,3.85938,0.4375,1.69531,0.25781,0.58594,3.5625,1.49219,0.92969,80.53125,83.14063,99.64844,5.7,1.65,1.975
5.14844,1.17188,1.25781,2.30469,3.85156,0.42969,1.67188,0.25781,0.59375,3.5625,1.49219,0.92969,79.90625,81.51563,99.64844,5.7,1.65,1.975
3.97656,1.64844,1.07031,2.30469,3.85156,0.42969,1.67188,0.25781,0.59375,3.52344,1.48438,0.92969,79.90625,81.51563,99.64844,5.7,1.65,1.975
3.97656,1.64844,1.07031,2.28125,3.84375,0.4375,1.67969,0.25781,0.59375,3.52344,1.48438,0.92969,81.17969,81.72656,99.64844,5.7,1.65,1.975
4.54688,1.35156,0.84375,2.28125,3.84375,0.4375,1.67969,0.25781,0.59375,3.51563,1.47656,0.92969,81.17969,81.72656,99.64844,5.7,1.65,1.975
4.54688,1.35156,0.84375,2.28906,3.82813,0.42969,1.66406,0.25781,0.59375,3.51563,1.47656,0.92969,81.79688,80.05469,99.64844,5.7,1.65,1.975
4.71094,0.74219,0.99219,2.28906,3.82813,0.42969,1.66406,0.25781,0.59375,3.51563,1.48438,0.92188,81.79688,80.05469,99.64844,5.7,1.65,1.975
4.71094,0.74219,0.99219,2.29688,3.84375,0.42969,1.66406,0.25781,0.59375,3.51563,1.48438,0.92188,81.76563,79.01563,99.64844,5.7,1.65,1.975
6.03906,1.95313,0.8125,2.29688,3.84375,0.42969,1.66406,0.25781,0.59375,3.5625,1.48438,0.92188,81.76563,79.01563,99.64844,5.7,1.65,1.975
6.03906,1.95313,0.8125,2.3125,3.90625,0.42969,1.67969,0.25,0.58594,3.5625,1.48438,0.92188,80.82031,79.82031,99.64844,5.7,1.65,1.975
4.48438,1.25,1.07031,2.3125,3.90625,0.42969,1.67969,0.25,0.58594,3.57031,1.46094,0.92969,80.82031,79.82031,99.64844,5.7,1.65,1.975
4.48438,1.25,1.07031,2.33594,3.88281,0.42188,1.65625,0.25,0.60156,3.57031,1.46094,0.92969,80.35156,79.19531,99.64844,5.7,1.65,1.975
3.80469,1.4375,1.26563,2.33594,3.88281,0.42188,1.65625,0.25,0.60156,3.5625,1.45313,0.92969,80.35156,79.19531,99.64844,5.7,1.65,1.975
3.80469,1.4375,1.26563,2.33594,3.85938,0.42188,1.64844,0.25781,0.60156,3.5625,1.45313,0.92969,81.13281,78.11719,99.64844,5.7,1.65,1.975
2.07813,2.85938,1.24219,2.33594,3.85938,0.42188,1.64844,0.25781,0.60156,3.5625,1.46875,0.92969,81.13281,78.11719,99.64844,5.7,1.65,1.975
2.07813,2.85938,1.24219,2.3125,3.82813,0.42969,1.64844,0.25781,0.60156,3.5625,1.46875,0.92969,81.13281,78.17188,99.64844,5.7,1.65,1.975
5.51563,1.83594,0.96875,2.3125,3.82813,0.42969,1.64844,0.25781,0.60156,3.57031,1.46875,0.92969,81.13281,78.17188,99.64844,5.7,1.65,1.975
5.51563,1.83594,0.96875,2.29688,3.8125,0.42969,1.65625,0.25781,0.60156,3.57031,1.46875,0.92969,81.75,77.75,99.64844,5.7,1.65,1.975
3.375,2.82031,1.21875,2.29688,3.8125,0.42969,1.65625,0.25781,0.60156,3.54688,1.47656,0.92969,81.75,77.75,99.64844,5.7,1.65,1.975
3.375,2.82031,1.21875,2.28125,3.79688,0.4375,1.65625,0.25781,0.60156,3.54688,1.47656,0.92969,82.38281,77.46094,99.64844,5.7,1.65,1.975
4.64844,2.30469,0.88281,2.28125,3.79688,0.4375,1.65625,0.25781,0.60156,3.53906,1.48438,0.92969,82.38281,77.46094,99.64844,5.7,1.65,1.975
