Amplitude A,Amplitude B,Amplitude C,Ration A/B,Ratio A/C,Ratio B/A,Ratio B/C,Ratio C/A,Ratio C/B,STD Abw. A,STD Abw. B,STD Abw. C,SW OK A,SW OK B,SW OK C,Schwelle A,Schwelle B,Schwelle C
3.625,1.9375,1.30469,2.35156,4.05469,0.42188,1.71875,0.24219,0.57813,3.82031,1.60156,0.90625,75.11719,77.08594,99.88281,5.7,1.65,1.975
3.625,1.9375,1.30469,2.3125,3.99219,0.42969,1.71875,0.25,0.57813,3.82031,1.60156,0.90625,76.78906,77.82813,99.88281,5.7,1.65,1.975
3.85156,1.88281,1.10156,2.3125,3.99219,0.42969,1.71875,0.25,0.57813,3.8125,1.59375,0.90625,76.78906,77.82813,99.88281,5.7,1.65,1.975
3.85156,1.88281,1.10156,2.30469,3.95313,0.42969,1.70313,0.25,0.57813,3.8125,1.59375,0.90625,76.96094,77.82813,99.88281,5.7,1.65,1.975
5.60938,1.5,1.13281,2.30469,3.95313,0.42969,1.70313,0.25,0.57813,3.82031,1.59375,0.90625,76.96094,77.82813,99.88281,5.7,1.65,1.975
5.60938,1.5,1.13281,2.3125,3.95313,0.42969,1.70313,0.25,0.58594,3.82031,1.59375,0.90625,76.96094,78.28125,99.88281,5.7,1.65,1.975
3.14063,2.34375,1.39844,2.3125,3.95313,0.42969,1.70313,0.25,0.58594,3.8125,1.58594,0.91406,76.96094,78.28125,99.88281,5.7,1.65,1.975
3.14063,2.34375,1.39844,2.32813,3.97656,0.42188,1.70313,0.25,0.58594,3.8125,1.58594,0.91406,76.96094,78.39844,99.88281,5.7,1.65,1.975
2.34375,2.625,0.92969,2.32813,3.97656,0.42188,1.70313,0.25,0.58594,3.8125,1.59375,0.91406,76.96094,78.39844,99.88281,5.7,1.65,1.975
2.34375,2.625,0.92969,2.3125,3.95313,0.42969,1.71094,0.25,0.57813,3.8125,1.59375,0.91406,76.96094,78.63281,99.88281,5.7,1.65,1.975
3.61719,2.13281,0.78125,2.3125,3.95313,0.42969,1.71094,0.25,0.57813,3.80469,1.59375,0.91406,76.96094,78.63281,99.88281,5.7,1.65,1.975
3.61719,2.13281,0.78125,2.28125,3.94531,0.42969,1.71875,0.25,0.57813,3.80469,1.59375,0.91406,76.96094,80.14844,99.88281,5.7,1.65,1.975
7.10938,1.90625,0.77344,2.28125,3.94531,0.42969,1.71875,0.25,0.57813,3.83594,1.59375,0.90625,76.96094,80.14844,99.88281,5.7,1.65,1.975
7.10938,1.90625,0.77344,2.3125,4.01563,0.42969,1.73438,0.24219,0.57031,3.83594,1.59375,0.90625,75.59375,80.46875,99.88281,5.7,1.65,1.975
4.59375,2.02344,1.17188,2.3125,4.01563,0.42969,1.73438,0.24219,0.57031,3.84375,1.58594,0.91406,75.59375,80.46875,99.88281,5.7,1.65,1.975
4.59375,2.02344,1.17188,2.32031,4.03906,0.42969,1.74219,0.24219,0.57031,3.84375,1.58594,0.91406,74.59375,80.78125,99.88281,5.7,1.65,1.975
5.72656,2.39844,0.95313,2.32031,4.03906,0.42969,1.74219,0.24219,0.57031,3.85156,1.60156,0.91406,74.59375,80.78125,99.88281,5.7,1.65,1.975
5.72656,2.39844,0.95313,2.3125,4.03125,0.42969,1.73438,0.24219,0.57031,3.85156,1.60156,0.91406,73.42969,81.17188,99.88281,5.7,1.65,1.975
2.35156,2.07031,1.39844,2.3125,4.03125,0.42969,1.73438,0.24219,0.57031,3.85156,1.59375,0.91406,73.42969,81.17188,99.88281,5.7,1.65,1.975
2.35156,2.07031,1.39844,2.29688,4,0.42969,1.73438,0.24219,0.57031,3.85156,1.59375,0.91406,73.42969,80.96875,99.88281,5.7,1.65,1.975
2.92188,1.54688,0.77344,2.29688,4,0.42969,1.73438,0.24219,0.57031,3.8125,1.58594,0.91406,73.42969,80.96875,99.88281,5.7,1.65,1.975
2.92188,1.54688,0.77344,2.28906,3.99219,0.42969,1.74219,0.25,0.57031,3.8125,1.58594,0.91406,74.32031,80.05469,99.88281,5.7,1.65,1.975
5.30469,2.10156,1.41406,2.28906,3.99219,0.42969,1.74219,0.25,0.57031,3.82813,1.58594,0.91406,74.32031,80.05469,99.88281,5.7,1.65,1.975
5.30469,2.10156,1.41406,2.30469,3.98438,0.42969,1.71875,0.25,0.57813,3.82813,1.58594,0.91406,73.91406,79.80469,99.88281,5.7,1.65,1.975
4.91406,1.86719,1.40625,2.30469,3.98438,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.91406,73.91406,79.80469,99.88281,5.7,1.65,1.975
4.91406,1.86719,1.40625,2.3125,3.97656,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.91406,74.09375,79.80469,99.88281,5.7,1.65,1.975
4.71094,2.91406,0.75781,2.3125,3.97656,0.42969,1.71875,0.25,0.57813,3.80469,1.58594,0.91406,74.09375,79.80469,99.88281,5.7,1.65,1.975
4.71094,2.91406,0.75781,2.29688,3.96875,0.42969,1.71875,0.25,0.57813,3.80469,1.58594,0.91406,74.23438,79.80469,99.88281,5.7,1.65,1.975
4.11719,1.61719,1.08594,2.29688,3.96875,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.91406,74.23438,79.80469,99.88281,5.7,1.65,1.975
4.11719,1.61719,1.08594,2.30469,3.98438,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.91406,74.23438,80.14063,99.88281,5.7,1.65,1.975
4.85938,1.82031,1.6875,2.30469,3.98438,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.92188,74.23438,80.14063,99.88281,5.7,1.65,1.975
4.85938,1.82031,1.6875,2.30469,3.96094,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.92188,74.23438,80.91406,99.88281,5.7,1.65,1.975
4.34375,1.85938,1.46094,2.30469,3.96094,0.42969,1.71875,0.25,0.57813,3.8125,1.58594,0.92969,74.23438,80.91406,99.88281,5.7,1.65,1.975
4.34375,1.85938,1.46094,2.3125,3.9375,0.42969,1.70313,0.25,0.58594,3.8125,1.58594,0.92969,74.23438,80.59375,99.88281,5.7,1.65,1.975
3.60156,1.57031,0.78125,2.3125,3.9375,0.42969,1.70313,0.25,0.58594,3.79688,1.58594,0.92969,74.23438,80.59375,99.88281,5.7,1.65,1.975
3.60156,1.57031,0.78125,2.29688,3.91406,0.42969,1.70313,0.25,0.58594,3.79688,1.58594,0.92969,74.65625,79.78125,99.88281,5.7,1.65,1.975
4.48438,2.19531,0.96875,2.29688,3.91406,0.42969,1.70313,0.25,0.58594,3.78125,1.59375,0.92969,74.65625,79.78125,99.88281,5.7,1.65,1.975
4.48438,2.19531,0.96875,2.28906,3.9375,0.42969,1.71875,0.25,0.57813,3.78125,1.59375,0.92969,74.97656,80.375,99.88281,5.7,1.65,1.975
3.59375,1.28125,1.10156,2.28906,3.9375,0.42969,1.71875,0.25,0.57813,3.75781,1.57031,0.92969,74.97656,80.375,99.88281,5.7,1.65,1.975
3.59375,1.28125,1.10156,2.29688,3.90625,0.42969,1.69531,0.25,0.58594,3.75781,1.57031,0.92969,75.99219,79.04688,99.88281,5.7,1.65,1.975
3.32031,1.55469,0.94531,2.29688,3.90625,0.42969,1.69531,0.25,0.58594,3.76563,1.57031,0.92969,75.99219,79.04688,99.88281,5.7,1.65,1.975
3.32031,1.55469,0.94531,2.28906,3.875,0.42969,1.6875,0.25781,0.58594,3.76563,1.57031,0.92969,75.99219,78.08594,99.88281,5.7,1.65,1.975
7.88281,1.42969,1.11719,2.28906,3.875,0.42969,1.6875,0.25781,0.58594,3.8125,1.57031,0.92969,75.99219,78.08594,99.88281,5.7,1.65,1.975
7.88281,1.42969,1.11719,2.30469,3.89844,0.42969,1.6875,0.25,0.58594,3.8125,1.57031,0.92969,74.78125,77.85156,99.88281,5.7,1.65,1.975
4.95313,2.25781,1.53906,2.30469,3.89844,0.42969,1.6875,0.25,0.58594,3.78125,1.57031,0.92969,74.78125,77.85156,99.88281,5.7,1.65,1.975
4.95313,2.25781,1.53906,2.3125,3.89063,0.42969,1.67969,0.25,0.59375,3.78125,1.57031,0.92969,75.48438,77.01563,99.88281,5.7,1.65,1.975
5.60156,1.16406,1.46875,2.3125,3.89063,0.42969,1.67969,0.25,0.59375,3.71875,1.53125,0.92969,75.48438,77.01563,99.88281,5.7,1.65,1.975
5.60156,1.16406,1.46875,2.33594,3.88281,0.42188,1.65625,0.25,0.60156,3.71875,1.53125,0.92969,76.36719,75.98438,99.88281,5.7,1.65,1.975
4.66406,1.625,1.57031,2.33594,3.88281,0.42188,1.65625,0.25,0.60156,3.71094,1.52344,0.92969,76.36719,75.98438,99.88281,5.7,1.65,1.975
4.66406,1.625,1.57031,2.36719,3.90625,0.42188,1.64844,0.25,0.60156,3.71094,1.52344,0.92969,76.36719,74.60938,99.88281,5.7,1.65,1.975
3.88281,2.00781,1.10156,2.36719,3.90625,0.42188,1.64844,0.25,0.60156,3.71875,1.52344,0.92969,76.36719,74.60938,99.88281,5.7,1.65,1.975
3.88281,2.00781,1.10156,2.36719,3.88281,0.42188,1.64063,0.25,0.60938,3.71875,1.52344,0.92969,76.36719,74.9375,99.88281,5.7,1.65,1.975
5.71094,0.75,1.26563,2.36719,3.88281,0.42188,1.64063,0.25,0.60938,3.74219,1.52344,0.9375,76.36719,74.9375,99.88281,5.7,1.65,1.975
5.71094,0.75,1.26563,2.39063,3.86719,0.41406,1.61719,0.25781,0.61719,3.74219,1.52344,0.9375,75.66406,73.64844,99.88281,5.7,1.65,1.975
5.90625,1.30469,1.90625,2.39063,3.86719,0.41406,1.61719,0.25781,0.61719,3.73438,1.50781,0.95313,75.66406,73.64844,99.88281,5.7,1.65,1.975
5.90625,1.30469,1.90625,2.40625,3.84375,0.41406,1.59375,0.25781,0.625,3.73438,1.50781,0.95313,75.73438,72.19531,99.72656,5.7,1.65,1.975
4.00781,1.25781,1.03906,2.40625,3.84375,0.41406,1.59375,0.25781,0.625,3.70313,1.50781,0.95313,75.73438,72.19531,99.72656,5.7,1.65,1.975
4.00781,1.25781,1.03906,2.41406,3.82813,0.40625,1.57813,0.25781,0.625,3.70313,1.50781,0.95313,76.80469,70.64844,99.72656,5.7,1.65,1.975
7.40625,2.17188,0.90625,2.41406,3.82813,0.40625,1.57813,0.25781,0.625,3.79688,1.51563,0.95313,76.80469,70.64844,99.72656,5.7,1.65,1.975
7.40625,2.17188,0.90625,2.42188,3.86719,0.40625,1.59375,0.25781,0.625,3.79688,1.51563,0.95313,76.09375,70.57031,99.72656,5.7,1.65,1.975
6.125,1.10938,1.04688,2.42188,3.86719,0.40625,1.59375,0.25781,0.625,3.82031,1.50781,0.95313,76.09375,70.57031,99.72656,5.7,1.65,1.975
6.125,1.10938,1.04688,2.46875,3.91406,0.39844,1.58594,0.25,0.625,3.82031,1.50781,0.95313,74.375,68.86719,99.72656,5.7,1.65,1.975
8,2.26563,1.13281,2.46875,3.91406,0.39844,1.58594,0.25,0.625,3.88281,1.50781,0.95313,74.375,68.86719,99.72656,5.7,1.65,1.975
8,2.26563,1.13281,2.52344,3.96875,0.39063,1.57031,0.25,0.63281,3.88281,1.50781,0.95313,72.67969,68.65625,99.72656,5.7,1.65,1.975
5.21094,1.9375,1.19531,2.52344,3.96875,0.39063,1.57031,0.25,0.63281,3.875,1.50781,0.94531,72.67969,68.65625,99.72656,5.7,1.65,1.975
5.21094,1.9375,1.19531,2.52344,3.98438,0.39063,1.57813,0.25,0.63281,3.875,1.50781,0.94531,73.04688,68.875,99.72656,5.7,1.65,1.975
5.01563,1.83594,0.90625,2.52344,3.98438,0.39063,1.57813,0.25,0.63281,3.875,1.50781,0.95313,73.04688,68.875,99.72656,5.7,1.65,1.975
5.01563,1.83594,0.90625,2.52344,3.96875,0.39063,1.57031,0.25,0.63281,3.875,1.50781,0.95313,73.35938,68.875,99.72656,5.7,1.65,1.975
4.95313,2.44531,1.17969,2.52344,3.96875,0.39063,1.57031,0.25,0.63281,3.88281,1.5,0.95313,73.35938,68.875,99.72656,5.7,1.65,1.975
4.95313,2.44531,1.17969,2.53125,4.00781,0.39063,1.57813,0.24219,0.625,3.88281,1.5,0.95313,73.35938,68.875,99.72656,5.7,1.65,1.975
3.875,1.78906,0.78906,2.53125,4.00781,0.39063,1.57813,0.24219,0.625,3.86719,1.50781,0.94531,73.35938,68.875,99.72656,5.7,1.65,1.975
3.875,1.78906,0.78906,2.51563,4.03125,0.39063,1.59375,0.24219,0.625,3.86719,1.50781,0.94531,73.35938,69.625,99.72656,5.7,1.65,1.975
5.82031,1.25,1.22656,2.51563,4.03125,0.39063,1.59375,0.24219,0.625,3.90625,1.50781,0.94531,73.35938,69.625,99.72656,5.7,1.65,1.975
5.82031,1.25,1.22656,2.53125,4.04688,0.39063,1.59375,0.24219,0.625,3.90625,1.50781,0.94531,72.47656,69.39844,99.72656,5.7,1.65,1.975
2.91406,1.82813,1.36719,2.53125,4.04688,0.39063,1.59375,0.24219,0.625,3.88281,1.50781,0.94531,72.47656,69.39844,99.72656,5.7,1.65,1.975
2.91406,1.82813,1.36719,2.51563,4.02344,0.39063,1.59375,0.24219,0.625,3.88281,1.50781,0.94531,72.96875,70.125,99.72656,5.7,1.65,1.975
3.36719,2.19531,1.19531,2.51563,4.02344,0.39063,1.59375,0.24219,0.625,3.80469,1.52344,0.9375,72.96875,70.125,99.72656,5.7,1.65,1.975
3.36719,2.19531,1.19531,2.45313,3.96094,0.40625,1.60938,0.25,0.61719,3.80469,1.52344,0.9375,74.29688,71.17188,99.72656,5.7,1.65,1.975
6.09375,2.28906,1.14844,2.45313,3.96094,0.40625,1.60938,0.25,0.61719,3.82031,1.44531,0.92969,74.29688,71.17188,99.72656,5.7,1.65,1.975
6.09375,2.28906,1.14844,2.5,4.00781,0.39844,1.59375,0.24219,0.61719,3.82031,1.44531,0.92969,74.28906,71.17188,99.84375,5.7,1.65,1.975
5.03906,2.10938,1.28906,2.5,4.00781,0.39844,1.59375,0.24219,0.61719,3.83594,1.42969,0.92188,74.28906,71.17188,99.84375,5.7,1.65,1.975
5.03906,2.10938,1.28906,2.53125,4.02344,0.39063,1.58594,0.24219,0.625,3.83594,1.42969,0.92188,73.40625,70.9375,99.84375,5.7,1.65,1.975
4.61719,1.94531,1.60156,2.53125,4.02344,0.39063,1.58594,0.24219,0.625,3.85156,1.39844,0.92188,73.40625,70.9375,99.84375,5.7,1.65,1.975
4.61719,1.94531,1.60156,2.5625,4.03906,0.38281,1.57031,0.24219,0.63281,3.85156,1.39844,0.92188,73.40625,70.9375,99.84375,5.7,1.65,1.975
4.41406,2.65625,0.84375,2.5625,4.03906,0.38281,1.57031,0.24219,0.63281,3.84375,1.41406,0.92188,73.40625,70.9375,99.84375,5.7,1.65,1.975
4.41406,2.65625,0.84375,2.55469,4.07031,0.39063,1.58594,0.24219,0.625,3.84375,1.41406,0.92188,73.40625,71.22656,99.84375,5.7,1.65,1.975
4.0625,2.11719,0.875,2.55469,4.07031,0.39063,1.58594,0.24219,0.625,3.71094,1.42188,0.91406,73.40625,71.22656,99.84375,5.7,1.65,1.975
4.0625,2.11719,0.875,2.53125,4.0625,0.39063,1.60156,0.24219,0.61719,3.71094,1.42188,0.91406,74.50781,71.05469,99.84375,5.7,1.65,1.975
4.70313,1.71094,1.03125,2.53125,4.0625,0.39063,1.60156,0.24219,0.61719,3.70313,1.42188,0.92188,74.50781,71.05469,99.84375,5.7,1.65,1.975
4.70313,1.71094,1.03125,2.50781,4.04688,0.39063,1.60938,0.24219,0.61719,3.70313,1.42188,0.92188,76.24219,70.98438,99.84375,5.7,1.65,1.975
3.34375,1.42969,1.53906,2.50781,4.04688,0.39063,1.60938,0.24219,0.61719,3.67969,1.42188,0.91406,76.24219,70.98438,99.84375,5.7,1.65,1.975
3.34375,1.42969,1.53906,2.5,4.03906,0.39844,1.60938,0.24219,0.61719,3.67969,1.42188,0.91406,76.36719,71.19531,99.84375,5.7,1.65,1.975
2.25,1.48438,0.84375,2.5,4.03906,0.39844,1.60938,0.24219,0.61719,3.6875,1.41406,0.91406,76.36719,71.19531,99.84375,5.7,1.65,1.975
2.25,1.48438,0.84375,2.5,4.04688,0.39844,1.61719,0.24219,0.61719,3.6875,1.41406,0.91406,76.36719,69.85156,99.84375,5.7,1.65,1.975
5.71094,2.5625,1.21875,2.5,4.04688,0.39844,1.61719,0.24219,0.61719,3.71094,1.41406,0.91406,76.36719,69.85156,99.84375,5.7,1.65,1.975
5.71094,2.5625,1.21875,2.51563,4.07031,0.39063,1.61719,0.24219,0.61719,3.71094,1.41406,0.91406,76.25,69.85156,99.84375,5.7,1.65,1.975
2.85156,1.89063,1.39063,2.51563,4.07031,0.39063,1.61719,0.24219,0.61719,3.70313,1.40625,0.91406,76.25,69.85156,99.84375,5.7,1.65,1.975
2.85156,1.89063,1.39063,2.52344,4.05469,0.39063,1.60156,0.24219,0.61719,3.70313,1.40625,0.91406,76.25,69.85156,99.84375,5.7,1.65,1.975
7.32031,1.32813,1.75,2.52344,4.05469,0.39063,1.60156,0.24219,0.61719,3.71875,1.39844,0.92188,76.25,69.85156,99.84375,5.7,1.65,1.975
7.32031,1.32813,1.75,2.54688,4.03906,0.39063,1.57813,0.24219,0.625,3.71875,1.39844,0.92188,75.75781,68.9375,99.84375,5.7,1.65,1.975
2.42188,1.32813,1.52344,2.54688,4.03906,0.39063,1.57813,0.24219,0.625,3.66406,1.39844,0.92188,75.75781,68.9375,99.84375,5.7,1.65,1.975
2.42188,1.32813,1.52344,2.51563,3.94531,0.39063,1.5625,0.25,0.63281,3.66406,1.39844,0.92188,77.55469,67.5,99.84375,5.7,1.65,1.975
7.52344,1.22656,1.14063,2.51563,3.94531,0.39063,1.5625,0.25,0.63281,3.72656,1.39063,0.92188,77.55469,67.5,99.84375,5.7,1.65,1.975
7.52344,1.22656,1.14063,2.53906,3.96094,0.39063,1.55469,0.25,0.64063,3.72656,1.39063,0.92188,77.10938,65.97656,99.84375,5.7,1.65,1.975
5.8125,2.13281,1.0625,2.53906,3.96094,0.39063,1.55469,0.25,0.64063,3.74219,1.38281,0.92188,77.10938,65.97656,99.84375,5.7,1.65,1.975
5.8125,2.13281,1.0625,2.57813,4.01563,0.38281,1.55469,0.24219,0.64063,3.74219,1.38281,0.92188,76.32813,65.36719,99.84375,5.7,1.65,1.975
3.99219,2.59375,1.09375,2.57813,4.01563,0.38281,1.55469,0.24219,0.64063,3.71094,1.39063,0.92188,76.32813,65.36719,99.84375,5.7,1.65,1.975
3.99219,2.59375,1.09375,2.55469,3.99219,0.39063,1.5625,0.25,0.63281,3.71094,1.39063,0.92188,77.40625,65.36719,99.84375,5.7,1.65,1.975
3.76563,1.84375,1.22656,2.55469,3.99219,0.39063,1.5625,0.25,0.63281,3.66406,1.39063,0.92188,77.40625,65.36719,99.84375,5.7,1.65,1.975
3.76563,1.84375,1.22656,2.52344,3.95313,0.39063,1.5625,0.25,0.63281,3.66406,1.39063,0.92188,78.86719,65.65625,99.84375,5.7,1.65,1.975
5.30469,1.4375,1.21094,2.52344,3.95313,0.39063,1.5625,0.25,0.63281,3.69531,1.39063,0.91406,78.86719,65.65625,99.84375,5.7,1.65,1.975
5.30469,1.4375,1.21094,2.53906,3.97656,0.39063,1.5625,0.25,0.63281,3.69531,1.39063,0.91406,78.375,65.35156,99.84375,5.7,1.65,1.975
4.09375,2.69531,1.16406,2.53906,3.97656,0.39063,1.5625,0.25,0.63281,3.6875,1.39844,0.91406,78.375,65.35156,99.84375,5.7,1.65,1.975
4.09375,2.69531,1.16406,2.52344,3.96094,0.39063,1.5625,0.25,0.63281,3.6875,1.39844,0.91406,78.34375,65.96094,99.84375,5.7,1.65,1.975
5.65625,1.4375,1.13281,2.52344,3.96094,0.39063,1.5625,0.25,0.63281,3.71094,1.40625,0.91406,78.34375,65.96094,99.84375,5.7,1.65,1.975
5.65625,1.4375,1.13281,2.50781,3.95313,0.39063,1.57031,0.25,0.63281,3.71094,1.40625,0.91406,78.60156,65.74219,99.84375,5.7,1.65,1.975
4.89844,1.45313,1.41406,2.50781,3.95313,0.39063,1.57031,0.25,0.63281,3.71875,1.40625,0.91406,78.60156,65.74219,99.84375,5.7,1.65,1.975
4.89844,1.45313,1.41406,2.51563,3.98438,0.39063,1.57813,0.25,0.63281,3.71875,1.40625,0.91406,78.75,64.16406,99.84375,5.7,1.65,1.975
4.20313,1.96875,1.02344,2.51563,3.98438,0.39063,1.57813,0.25,0.63281,3.71094,1.41406,0.90625,78.75,64.16406,99.84375,5.7,1.65,1.975
4.20313,1.96875,1.02344,2.53125,3.99219,0.39063,1.57031,0.25,0.63281,3.71094,1.41406,0.90625,78.67969,63.35938,99.84375,5.7,1.65,1.975
2.67188,1.30469,0.96875,2.53125,3.99219,0.39063,1.57031,0.25,0.63281,3.71094,1.41406,0.90625,78.67969,63.35938,99.84375,5.7,1.65,1.975
2.67188,1.30469,0.96875,2.53125,3.98438,0.39063,1.57031,0.25,0.63281,3.71094,1.41406,0.90625,78.67969,62.84375,99.84375,5.7,1.65,1.975
4.14063,3.17969,1.47656,2.53125,3.98438,0.39063,1.57031,0.25,0.63281,3.69531,1.4375,0.90625,78.67969,62.84375,99.84375,5.7,1.65,1.975
4.14063,3.17969,1.47656,2.48438,3.96094,0.39844,1.58594,0.25,0.625,3.69531,1.4375,0.90625,78.67969,64.07031,99.84375,5.7,1.65,1.975
5.16406,2.83594,0.89844,2.48438,3.96094,0.39844,1.58594,0.25,0.625,3.71875,1.44531,0.90625,78.67969,64.07031,99.84375,5.7,1.65,1.975
5.16406,2.83594,0.89844,2.48438,3.97656,0.39844,1.59375,0.25,0.625,3.71875,1.44531,0.90625,78.39063,64.60938,99.84375,5.7,1.65,1.975
5,1.59375,1.32031,2.48438,3.97656,0.39844,1.59375,0.25,0.625,3.72656,1.4375,0.90625,78.39063,64.60938,99.84375,5.7,1.65,1.975
5,1.59375,1.32031,2.53125,4.01563,0.39063,1.58594,0.24219,0.625,3.72656,1.4375,0.90625,77.99219,63.32031,99.84375,5.7,1.65,1.975
4.86719,1.67188,0.92188,2.53125,4.01563,0.39063,1.58594,0.24219,0.625,3.74219,1.4375,0.90625,77.99219,63.32031,99.84375,5.7,1.65,1.975
4.86719,1.67188,0.92188,2.55469,4.03906,0.38281,1.57813,0.24219,0.63281,3.74219,1.4375,0.90625,77.77344,62.75,99.84375,5.7,1.65,1.975
5.82813,2.07813,1.10156,2.55469,4.03906,0.38281,1.57813,0.24219,0.63281,3.74219,1.4375,0.90625,77.77344,62.75,99.84375,5.7,1.65,1.975
5.82813,2.07813,1.10156,2.55469,4.00781,0.39063,1.5625,0.24219,0.63281,3.74219,1.4375,0.90625,77.92969,62.75,99.84375,5.7,1.65,1.975
2.39063,1.67188,1.35156,2.55469,4.00781,0.39063,1.5625,0.24219,0.63281,3.72656,1.4375,0.90625,77.92969,62.75,99.84375,5.7,1.65,1.975
2.39063,1.67188,1.35156,2.53125,3.96875,0.39063,1.5625,0.25,0.63281,3.72656,1.4375,0.90625,78.88281,62.46094,99.84375,5.7,1.65,1.975
4.80469,2.80469,1.10938,2.53125,3.96875,0.39063,1.5625,0.25,0.63281,3.70313,1.42969,0.90625,78.88281,62.46094,99.84375,5.7,1.65,1.975
4.80469,2.80469,1.10938,2.51563,3.92188,0.39063,1.55469,0.25,0.64063,3.70313,1.42969,0.90625,80.16406,62.46094,99.84375,5.7,1.65,1.975
3.26563,2.25,1.25781,2.51563,3.92188,0.39063,1.55469,0.25,0.64063,3.70313,1.42969,0.90625,80.16406,62.46094,99.84375,5.7,1.65,1.975
3.26563,2.25,1.25781,2.51563,3.96094,0.39063,1.57031,0.25,0.63281,3.70313,1.42969,0.90625,80.16406,62.70313,99.84375,5.7,1.65,1.975
4.70313,2.03906,1.14063,2.51563,3.96094,0.39063,1.57031,0.25,0.63281,3.70313,1.4375,0.90625,80.16406,62.70313,99.84375,5.7,1.65,1.975
4.70313,2.03906,1.14063,2.52344,3.96875,0.39063,1.57031,0.25,0.63281,3.70313,1.4375,0.90625,80.10156,64.03906,99.84375,5.7,1.65,1.975
6.03906,2.4375,1.23438,2.52344,3.96875,0.39063,1.57031,0.25,0.63281,3.70313,1.44531,0.90625,80.10156,64.03906,99.84375,5.7,1.65,1.975
6.03906,2.4375,1.23438,2.51563,3.97656,0.39063,1.57813,0.25,0.63281,3.70313,1.44531,0.90625,79.95313,64.35156,99.84375,5.7,1.65,1.975
3.13281,1.67188,1.67188,2.51563,3.97656,0.39063,1.57813,0.25,0.63281,3.67969,1.4375,0.90625,79.95313,64.35156,99.84375,5.7,1.65,1.975
3.13281,1.67188,1.67188,2.50781,3.95313,0.39063,1.57031,0.25,0.63281,3.67969,1.4375,0.90625,80.60156,63.42188,99.84375,5.7,1.65,1.975
3.3125,1.39063,1.41406,2.50781,3.95313,0.39063,1.57031,0.25,0.63281,3.67969,1.42969,0.91406,80.60156,63.42188,99.84375,5.7,1.65,1.975
3.3125,1.39063,1.41406,2.53125,3.91406,0.39063,1.54688,0.25,0.64063,3.67969,1.42969,0.91406,80.60156,62.05469,99.84375,5.7,1.65,1.975
6.60156,1.82813,0.94531,2.53125,3.91406,0.39063,1.54688,0.25,0.64063,3.69531,1.42969,0.91406,80.60156,62.05469,99.84375,5.7,1.65,1.975
6.60156,1.82813,0.94531,2.53906,3.92969,0.39063,1.54688,0.25,0.64063,3.69531,1.42969,0.91406,79.36719,62.21094,99.84375,5.7,1.65,1.975
5.35938,2.14844,1.52344,2.53906,3.92969,0.39063,1.54688,0.25,0.64063,3.6875,1.42969,0.90625,79.36719,62.21094,99.84375,5.7,1.65,1.975
5.35938,2.14844,1.52344,2.54688,3.94531,0.39063,1.54688,0.25,0.64063,3.6875,1.42969,0.90625,79.14063,62.46875,99.84375,5.7,1.65,1.975
1.89844,1.39844,1.6875,2.54688,3.94531,0.39063,1.54688,0.25,0.64063,3.69531,1.4375,0.90625,79.14063,62.46875,99.84375,5.7,1.65,1.975
1.89844,1.39844,1.6875,2.53125,3.92188,0.39063,1.54688,0.25,0.64063,3.69531,1.4375,0.90625,79.14063,62.21094,99.84375,5.7,1.65,1.975
3.8125,1.35156,1.26563,2.53125,3.92188,0.39063,1.54688,0.25,0.64063,3.69531,1.42969,0.90625,79.14063,62.21094,99.84375,5.7,1.65,1.975
3.8125,1.35156,1.26563,2.54688,3.88281,0.39063,1.52344,0.25,0.64844,3.69531,1.42969,0.90625,79.14063,61.17188,99.84375,5.7,1.65,1.975
5.96875,2.13281,1.07031,2.54688,3.88281,0.39063,1.52344,0.25,0.64844,3.73438,1.42969,0.90625,79.14063,61.17188,99.84375,5.7,1.65,1.975
5.96875,2.13281,1.07031,2.53906,3.86719,0.39063,1.51563,0.25781,0.65625,3.73438,1.42969,0.90625,78.89844,61.21094,99.84375,5.7,1.65,1.975
3.74219,2.42969,1.19531,2.53906,3.86719,0.39063,1.51563,0.25781,0.65625,3.73438,1.44531,0.91406,78.89844,61.21094,99.84375,5.7,1.65,1.975
3.74219,2.42969,1.19531,2.53906,3.88281,0.39063,1.52344,0.25,0.64844,3.73438,1.44531,0.91406,78.59375,62.41406,99.84375,5.7,1.65,1.975
3.82813,1.40625,1.10938,2.53906,3.88281,0.39063,1.52344,0.25,0.64844,3.75,1.44531,0.91406,78.59375,62.41406,99.84375,5.7,1.65,1.975
3.82813,1.40625,1.10938,2.53125,3.88281,0.39063,1.53125,0.25,0.64844,3.75,1.44531,0.91406,78.59375,63.32031,99.84375,5.7,1.65,1.975
3.59375,1.4375,1.14844,2.53125,3.88281,0.39063,1.53125,0.25,0.64844,3.70313,1.4375,0.91406,78.59375,63.32031,99.84375,5.7,1.65,1.975
